,index,doc_id,token,token_order,lemma,ent_type,tag,dep,pos,is_stop,is_alpha,is_digit,is_punct,syllables,syllables_count
640,0,46,Pero,0,pero,,CCONJ,advmod,CCONJ,True,True,False,False,"['pe', 'ro']",2.0
641,1,46,era,1,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
642,2,46,capaz,2,capaz,,ADJ,ROOT,ADJ,False,True,False,False,"['ca', 'paz']",2.0
643,3,46,de,3,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
644,4,46,afectos,4,afecto,,NOUN,nmod,NOUN,False,True,False,False,"['afec', 'tos']",2.0
645,5,46,cálidos,5,cálido,,ADJ,amod,ADJ,False,True,False,False,"['cá', 'li', 'dos']",3.0
647,7,46,profundos,7,profundo,,ADJ,amod,ADJ,False,True,False,False,"['pro', 'fun', 'dos']",3.0
649,9,46,apasionados,9,apasionado,,ADJ,amod,ADJ,False,True,False,False,"['apa', 'sio', 'na', 'dos']",4.0
650,10,46,incluso,10,incluso,,ADV,advmod,ADV,True,True,False,False,"['in', 'clu', 'so']",3.0
652,0,47,No,0,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
653,1,47,había,1,haber,,AUX,ROOT,AUX,True,True,False,False,"['ha', 'bía']",2.0
654,2,47,en,2,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
655,3,47,su,3,su,,DET,det,DET,True,True,False,False,['su'],1.0
656,4,47,postura,4,postura,,NOUN,obl,NOUN,False,True,False,False,"['pos', 'tu', 'ra']",3.0
657,5,47,nada,5,nada,,PRON,amod,PRON,True,True,False,False,"['na', 'da']",2.0
658,6,47,de,6,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
659,7,47,la,7,el,,DET,det,DET,True,True,False,False,['la'],1.0
660,8,47,torpeza,8,torpeza,,NOUN,nmod,NOUN,False,True,False,False,"['tor', 'pe', 'za']",3.0
661,9,47,que,9,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
662,10,47,tanto,10,tanto,,ADV,advmod,ADV,True,True,False,False,"['tan', 'to']",2.0
663,11,47,me,11,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0
664,12,47,había,12,haber,,AUX,aux,AUX,True,True,False,False,"['ha', 'bía']",2.0
665,13,47,impresionado,13,impresionar,,VERB,acl,VERB,False,True,False,False,"['im', 'pre', 'sio', 'na', 'do']",5.0
666,14,47,la,14,el,,DET,det,DET,True,True,False,False,['la'],1.0
667,15,47,vez,15,vez,,NOUN,obl,NOUN,True,True,False,False,['vez'],1.0
668,16,47,anterior,16,anterior,,ADJ,amod,ADJ,True,True,False,False,"['an', 'te', 'rior']",3.0
670,0,48,Podría,0,poder,PER,AUX,aux,AUX,True,True,False,False,"['po', 'dría']",2.0
671,1,48,haber,1,haber,,AUX,aux,AUX,True,True,False,False,"['ha', 'ber']",2.0
672,2,48,sido,2,ser,,AUX,cop,AUX,True,True,False,False,"['si', 'do']",2.0
673,3,48,una,3,uno,,DET,det,DET,True,True,False,False,['una'],1.0
674,4,48,joven,4,joven,,ADJ,ROOT,ADJ,False,True,False,False,"['jo', 'ven']",2.0
675,5,48,cualquiera,5,cualquiera,,PRON,amod,PRON,False,True,False,False,"['cual', 'quie', 'ra']",3.0
676,6,48,disfrutando,6,disfrutar,,VERB,advcl,VERB,False,True,False,False,"['dis', 'fru', 'tan', 'do']",4.0
677,7,48,de,7,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
678,8,48,un,8,uno,,DET,det,DET,True,True,False,False,['un'],1.0
679,9,48,bello,9,bello,,NOUN,amod,NOUN,False,True,False,False,"['be', 'llo']",2.0
680,10,48,día,10,día,,NOUN,obl,NOUN,True,True,False,False,['día'],1.0
681,11,48,de,11,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
682,12,48,primavera,12,primavera,,NOUN,nmod,NOUN,False,True,False,False,"['pri', 'ma', 've', 'ra']",4.0
684,0,49,Ésta,0,este,,PRON,nsubj,PRON,True,True,False,False,"['és', 'ta']",2.0
685,1,49,era,1,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
686,2,49,mi,2,mi,,DET,det,DET,True,True,False,False,['mi'],1.0
687,3,49,visión,3,visión,,NOUN,ROOT,NOUN,False,True,False,False,"['vi', 'sión']",2.0
688,4,49,humana,4,humano,,ADJ,amod,ADJ,False,True,False,False,"['hu', 'ma', 'na']",3.0
690,6,49,frente,6,frente,,NOUN,case,NOUN,False,True,False,False,"['fren', 'te']",2.0
691,7,49,a,7,a,,ADP,fixed,ADP,False,True,False,False,['a'],1.0
692,8,49,mi,8,mi,,DET,det,DET,True,True,False,False,['mi'],1.0
693,9,49,visión,9,visión,,NOUN,conj,NOUN,False,True,False,False,"['vi', 'sión']",2.0
694,10,49,neurológica,10,neurológico,,ADJ,amod,ADJ,False,True,False,False,"['neu', 'ro', 'ló', 'gi', 'ca']",5.0
697,1,50,Por,1,Por,,ADP,case,ADP,True,True,False,False,['por'],1.0
698,2,50,qué,2,qué,,PRON,obl,PRON,True,True,False,False,['qué'],1.0
699,3,50,se,3,él,,PRON,obj,PRON,True,True,False,False,['se'],1.0
700,4,50,había,4,haber,,AUX,aux,AUX,True,True,False,False,"['ha', 'bía']",2.0
701,5,50,desintegrado,5,desintegrar,,VERB,ROOT,VERB,False,True,False,False,"['de', 'sin', 'te', 'gra', 'do']",5.0
702,6,50,antes,6,antes,,ADV,advmod,ADV,True,True,False,False,"['an', 'tes']",2.0
704,8,50,cómo,8,cómo,,PRON,obl,PRON,True,True,False,False,"['có', 'mo']",2.0
705,9,50,podía,9,poder,,AUX,aux,AUX,False,True,False,False,"['po', 'día']",2.0
706,10,50,estar,10,estar,,AUX,cop,AUX,True,True,False,False,"['es', 'tar']",2.0
707,11,50,tan,11,tanto,,ADV,advmod,ADV,True,True,False,False,['tan'],1.0
708,12,50,integrada,12,integrado,,ADJ,advcl,ADJ,False,True,False,False,"['in', 'te', 'gra', 'da']",4.0
709,13,50,ahora,13,ahora,,ADV,advmod,ADV,True,True,False,False,"['aho', 'ra']",2.0
711,0,51,Yo,0,yo,,PRON,nsubj,PRON,True,True,False,False,['yo'],1.0
712,1,51,tenía,1,tener,,VERB,ROOT,VERB,True,True,False,False,"['te', 'nía']",2.0
713,2,51,una,2,uno,,DET,det,DET,True,True,False,False,['una'],1.0
714,3,51,vigorosísima,3,vigorosísimo,,ADJ,amod,ADJ,False,True,False,False,"['vi', 'go', 'ro', 'sí', 'si', 'ma']",6.0
715,4,51,sensación,4,sensación,,NOUN,obj,NOUN,False,True,False,False,"['sen', 'sación']",2.0
716,5,51,de,5,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
717,6,51,dos,6,dos,,NUM,nummod,NUM,True,True,False,False,['dos'],1.0
718,7,51,formas,7,forma,,NOUN,nmod,NOUN,False,True,False,False,"['for', 'mas']",2.0
719,8,51,de,8,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
720,9,51,pensamiento,9,pensamiento,,NOUN,nmod,NOUN,False,True,False,False,"['pen', 'sa', 'mien', 'to']",4.0
722,0,52,Porque,0,porque,,SCONJ,mark,SCONJ,True,True,False,False,"['por', 'que']",2.0
723,1,52,lo,1,él,,PRON,det,PRON,True,True,False,False,['lo'],1.0
724,2,52,que,2,que,,PRON,obj,PRON,True,True,False,False,['que'],1.0
725,3,52,vi,3,ver,,VERB,csubj,VERB,False,True,False,False,['vi'],1.0
726,4,52,en,4,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
727,5,52,ella,5,él,,PRON,obl,PRON,True,True,False,False,['ella'],1.0
729,7,52,lo,7,él,,PRON,det,PRON,True,True,False,False,['lo'],1.0
730,8,52,que,8,que,,PRON,obj,PRON,True,True,False,False,['que'],1.0
731,9,52,ella,9,él,,PRON,nsubj,PRON,True,True,False,False,['ella'],1.0
732,10,52,me,10,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0
733,11,52,mostró,11,mostrar,,VERB,advcl,VERB,False,True,False,False,"['mos', 'tró']",2.0
735,13,52,lo,13,él,,PRON,iobj,PRON,True,True,False,False,['lo'],1.0
736,14,52,veo,14,ver,,VERB,ROOT,VERB,False,True,False,False,['veo'],1.0
737,15,52,ahora,15,ahora,,ADV,advmod,ADV,True,True,False,False,"['aho', 'ra']",2.0
738,16,52,en,16,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
739,17,52,todos,17,todo,,DET,det,DET,True,True,False,False,"['to', 'dos']",2.0
740,18,52,ellos,18,él,,PRON,obl,PRON,True,True,False,False,['ellos'],1.0
742,0,53,A,0,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0
743,1,53,medida,1,medida,,NOUN,fixed,NOUN,False,True,False,False,"['me', 'di', 'da']",3.0
744,2,53,que,2,que,,SCONJ,fixed,SCONJ,True,True,False,False,['que'],1.0
745,3,53,continué,3,continué,,PROPN,dep,PROPN,False,True,False,False,"['con', 'ti', 'nué']",3.0
746,4,53,viéndola,4,viéndola,,PROPN,amod,PROPN,False,True,False,False,"['vién', 'do', 'la']",3.0
748,6,53,su,6,su,,DET,det,DET,True,True,False,False,['su'],1.0
749,7,53,personalidad,7,personalidad,,NOUN,nsubj,NOUN,False,True,False,False,"['per', 'so', 'na', 'li', 'dad']",5.0
750,8,53,pareció,8,parecer,,VERB,ROOT,VERB,False,True,False,False,"['pa', 're', 'ció']",3.0
751,9,53,hacerse,9,hacer él,,VERB,xcomp,VERB,False,True,False,False,"['ha', 'cer', 'se']",3.0
752,10,53,más,10,más,,ADV,advmod,ADV,True,True,False,False,['más'],1.0
753,11,53,profunda,11,profundo,,ADJ,obj,ADJ,False,True,False,False,"['pro', 'fun', 'da']",3.0
755,0,54,Estaba,0,estar,,AUX,cop,AUX,True,True,False,False,"['es', 'ta', 'ba']",3.0
756,1,54,destrozada,1,destrozado,,ADJ,ROOT,ADJ,False,True,False,False,"['des', 'tro', 'za', 'da']",4.0
758,3,54,pero,3,pero,,CCONJ,cc,CCONJ,True,True,False,False,"['pe', 'ro']",2.0
759,4,54,se,4,él,,PRON,obj,PRON,True,True,False,False,['se'],1.0
760,5,54,comportaba,5,comportar,,VERB,conj,VERB,False,True,False,False,"['com', 'por', 'ta', 'ba']",4.0
761,6,54,con,6,con,,ADP,case,ADP,True,True,False,False,['con'],1.0
762,7,54,mucha,7,mucho,,DET,det,DET,True,True,False,False,"['mu', 'cha']",2.0
763,8,54,dignidad,8,dignidad,,NOUN,obj,NOUN,False,True,False,False,"['dig', 'ni', 'dad']",3.0
766,1,55,Era,1,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
767,2,55,un,2,uno,,DET,det,DET,True,True,False,False,['un'],1.0
768,3,55,símbolo,3,símbolo,,NOUN,ROOT,NOUN,False,True,False,False,"['sím', 'bo', 'lo']",3.0
769,4,55,propio,4,propio,,ADJ,amod,ADJ,True,True,False,False,"['pro', 'pio']",2.0
770,5,55,o,5,o,,CCONJ,cc,CCONJ,False,True,False,False,['o'],1.0
771,6,55,un,6,uno,,DET,det,DET,True,True,False,False,['un'],1.0
772,7,55,recuerdo,7,recuerdo,,NOUN,conj,NOUN,False,True,False,False,"['re', 'cuer', 'do']",3.0
773,8,55,inconsciente,8,inconsciente,,ADJ,amod,ADJ,False,True,False,False,"['in', 'cons', 'cien', 'te']",4.0
774,9,55,del,9,del,,ADP,case,ADP,True,True,False,False,['del'],1.0
775,10,55,Eclesiastés,10,Eclesiastés,LOC,PROPN,nmod,PROPN,False,True,False,False,"['ecle', 'sias', 'tés']",3.0
776,11,55,o,11,o,,CCONJ,cc,CCONJ,False,True,False,False,['o'],1.0
777,12,55,una,12,uno,,DET,det,DET,True,True,False,False,['una'],1.0
778,13,55,alusión,13,alusión,,NOUN,conj,NOUN,False,True,False,False,"['alu', 'sión']",2.0
779,14,55,a,14,a,,ADP,case,ADP,False,True,False,False,['a'],1.0
780,15,55,él,15,él,,PRON,nmod,PRON,True,True,False,False,['él'],1.0
782,0,56,La,0,él,,PRON,obj,PRON,True,True,False,False,['la'],1.0
783,1,56,ayudaron,1,ayudar,,VERB,ROOT,VERB,False,True,False,False,"['ayu', 'da', 'ron']",3.0
784,2,56,muchísimo,2,muchísimo,,ADV,advmod,ADV,False,True,False,False,"['mu', 'chí', 'si', 'mo']",4.0
785,3,56,el,3,el,,DET,det,DET,True,True,False,False,['el'],1.0
786,4,56,apoyo,4,apoyo,,NOUN,nsubj,NOUN,False,True,False,False,"['apo', 'yo']",2.0
787,5,56,y,5,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
788,6,56,la,6,el,,DET,det,DET,True,True,False,False,['la'],1.0
789,7,56,comprensión,7,comprensión,,NOUN,conj,NOUN,False,True,False,False,"['com', 'pren', 'sión']",3.0
790,8,56,de,8,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
791,9,56,una,9,uno,,DET,det,DET,True,True,False,False,['una'],1.0
792,10,56,tía,10,tía,,NOUN,nmod,NOUN,False,True,False,False,['tía'],1.0
793,11,56,abuela,11,abuela,,NOUN,amod,NOUN,False,True,False,False,"['abue', 'la']",2.0
794,12,56,suya,12,suyo,,DET,det,DET,True,True,False,False,"['su', 'ya']",2.0
796,0,57,Es,0,ser,,AUX,cop,AUX,True,True,False,False,['es'],1.0
797,1,57,probable,1,probable,,ADJ,ROOT,ADJ,False,True,False,False,"['pro', 'ba', 'ble']",3.0
798,2,57,que,2,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
799,3,57,también,3,también,,ADV,advmod,ADV,True,True,False,False,"['tam', 'bién']",2.0
800,4,57,la,4,el,,DET,det,DET,True,True,False,False,['la'],1.0
801,5,57,ayudase,5,ayudase,,NOUN,csubj,NOUN,False,True,False,False,"['ayu', 'da', 'se']",3.0
802,6,57,el,6,el,,DET,det,DET,True,True,False,False,['el'],1.0
803,7,57,que,7,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
804,8,57,pudiese,8,poder,,VERB,csubj,VERB,False,True,False,False,"['pu', 'die', 'se']",3.0
805,9,57,hablar,9,hablar,,VERB,xcomp,VERB,False,True,False,False,"['ha', 'blar']",2.0
806,10,57,libremente,10,libremente,,ADV,advmod,ADV,False,True,False,False,"['li', 'bre', 'men', 'te']",4.0
807,11,57,conmigo,11,conmigo,,NOUN,obj,NOUN,True,True,False,False,"['con', 'mi', 'go']",3.0
809,0,58,El,0,el,,DET,det,DET,True,True,False,False,['el'],1.0
810,1,58,niño,1,niño,,NOUN,nsubj,NOUN,False,True,False,False,"['ni', 'ño']",2.0
811,2,58,sigue,2,seguir,,VERB,ROOT,VERB,True,True,False,False,"['si', 'gue']",2.0
812,3,58,la,3,el,MISC,DET,det,DET,True,True,False,False,['la'],1.0
813,4,58,Biblia,4,Biblia,MISC,PROPN,obj,PROPN,False,True,False,False,"['bi', 'blia']",2.0
814,5,58,antes,5,antes,,ADV,advmod,ADV,True,True,False,False,"['an', 'tes']",2.0
815,6,58,de,6,de,,ADP,mark,ADP,True,True,False,False,['de'],1.0
816,7,58,seguir,7,seguir,,VERB,advcl,VERB,False,True,False,False,"['se', 'guir']",2.0
817,8,58,a,8,a,,ADP,case,ADP,False,True,False,False,['a'],1.0
818,9,58,Euclides,9,Euclides,PER,PROPN,obj,PROPN,False,True,False,False,"['eu', 'cli', 'des']",3.0
820,0,59,Necesito,0,necesitar,PER,VERB,ROOT,VERB,False,True,False,False,"['ne', 'ce', 'si', 'to']",4.0
821,1,59,una,1,uno,,DET,det,DET,True,True,False,False,['una'],1.0
822,2,59,pauta,2,pauta,,NOUN,obj,NOUN,False,True,False,False,"['pau', 'ta']",2.0
824,4,59,un,4,uno,,DET,det,DET,True,True,False,False,['un'],1.0
825,5,59,dibujo,5,dibujo,,NOUN,appos,NOUN,False,True,False,False,"['di', 'bu', 'jo']",3.0
827,7,59,como,7,como,,SCONJ,mark,SCONJ,True,True,False,False,"['co', 'mo']",2.0
828,8,59,el,8,el,,DET,det,DET,True,True,False,False,['el'],1.0
829,9,59,que,9,que,,PRON,obj,PRON,True,True,False,False,['que'],1.0
830,10,59,hay,10,haber,,AUX,acl,AUX,True,True,False,False,['hay'],1.0
831,11,59,en,11,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
832,12,59,esa,12,ese,,DET,det,DET,True,True,False,False,['esa'],1.0
833,13,59,alfombra,13,alfombra,,NOUN,obl,NOUN,False,True,False,False,"['al', 'fom', 'bra']",3.0
835,0,60,Parece,0,parecer,,VERB,ROOT,VERB,True,True,False,False,"['pa', 're', 'ce']",3.0
836,1,60,algo,1,algo,,PRON,nsubj,PRON,True,True,False,False,"['al', 'go']",2.0
837,2,60,digno,2,digno,,ADJ,xcomp,ADJ,False,True,False,False,"['dig', 'no']",2.0
838,3,60,de,3,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
839,4,60,risa,4,risa,,NOUN,nmod,NOUN,False,True,False,False,"['ri', 'sa']",2.0
840,5,60,pero,5,pero,,CCONJ,cc,CCONJ,True,True,False,False,"['pe', 'ro']",2.0
841,6,60,créame,6,crea yo,,VERB,conj,VERB,False,True,False,False,"['créa', 'me']",2.0
842,7,60,que,7,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
843,8,60,era,8,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
844,9,60,una,9,uno,,DET,det,DET,True,True,False,False,['una'],1.0
845,10,60,cosa,10,cosa,,NOUN,ccomp,NOUN,False,True,False,False,"['co', 'sa']",2.0
846,11,60,bastante,11,bastante,,ADV,advmod,ADV,True,True,False,False,"['bas', 'tan', 'te']",3.0
847,12,60,impresionante,12,impresionante,,ADJ,amod,ADJ,False,True,False,False,"['im', 'pre', 'sio', 'nan', 'te']",5.0
849,0,61,Hasta,0,hasta,,ADV,advmod,ADV,True,True,False,False,"['has', 'ta']",2.0
850,1,61,daba,1,dar,,VERB,ROOT,VERB,False,True,False,False,"['da', 'ba']",2.0
851,2,61,la,2,el,,DET,det,DET,True,True,False,False,['la'],1.0
852,3,61,impresión,3,impresión,,NOUN,obj,NOUN,False,True,False,False,"['im', 'pre', 'sión']",3.0
853,4,61,de,4,de,,ADP,mark,ADP,True,True,False,False,['de'],1.0
854,5,61,ser,5,ser,,AUX,cop,AUX,True,True,False,False,['ser'],1.0
855,6,61,un,6,uno,,DET,advmod,DET,True,True,False,False,['un'],1.0
856,7,61,poco,7,poco,,PRON,fixed,PRON,True,True,False,False,"['po', 'co']",2.0
857,8,61,frío,8,frío,,ADJ,acl,ADJ,False,True,False,False,['frío'],1.0
859,10,61,de,10,de,,ADP,mark,ADP,True,True,False,False,['de'],1.0
860,11,61,no,11,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
861,12,61,interesarle,12,interesar él,,VERB,acl,VERB,False,True,False,False,"['in', 'te', 're', 'sar', 'le']",5.0
862,13,61,demasiado,13,demasiado,,ADV,advmod,ADV,True,True,False,False,"['de', 'ma', 'sia', 'do']",4.0
863,14,61,el,14,el,,DET,det,DET,True,True,False,False,['el'],1.0
864,15,61,partido,15,partido,,NOUN,obj,NOUN,False,True,False,False,"['par', 'ti', 'do']",3.0
866,0,62,Era,0,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
867,1,62,una,1,uno,,DET,det,DET,True,True,False,False,['una'],1.0
868,2,62,cosa,2,cosa,,NOUN,ROOT,NOUN,False,True,False,False,"['co', 'sa']",2.0
869,3,62,bastante,3,bastante,,ADV,advmod,ADV,True,True,False,False,"['bas', 'tan', 'te']",3.0
870,4,62,dramática,4,dramático,,ADJ,amod,ADJ,False,True,False,False,"['dra', 'má', 'ti', 'ca']",4.0
872,6,62,permítame,6,permítame,,NOUN,appos,NOUN,False,True,False,False,"['per', 'mí', 'ta', 'me']",4.0
873,7,62,que,7,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
874,8,62,le,8,él,,PRON,obj,PRON,True,True,False,False,['le'],1.0
875,9,62,diga,9,decir,,VERB,acl,VERB,False,True,False,False,"['di', 'ga']",2.0
877,0,63,Vio,0,ver,,VERB,ROOT,VERB,False,True,False,False,['vio'],1.0
878,1,63,usted,1,usted,,PRON,nsubj,PRON,True,True,False,False,"['us', 'ted']",2.0
879,2,63,que,2,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
880,3,63,hay,3,haber,,AUX,ccomp,AUX,True,True,False,False,['hay'],1.0
881,4,63,gente,4,gente,,NOUN,obj,NOUN,False,True,False,False,"['gen', 'te']",2.0
882,5,63,que,5,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
883,6,63,cuando,6,cuando,,SCONJ,mark,SCONJ,True,True,False,False,"['cuan', 'do']",2.0
884,7,63,ve,7,ver,,VERB,advcl,VERB,False,True,False,False,['ve'],1.0
885,8,63,llorar,8,llorar,,VERB,xcomp,VERB,False,True,False,False,"['llo', 'rar']",2.0
886,9,63,a,9,a,,ADP,case,ADP,False,True,False,False,['a'],1.0
887,10,63,otra,10,otro,,DET,det,DET,True,True,False,False,['otra'],1.0
888,11,63,persona,11,persona,,NOUN,obj,NOUN,False,True,False,False,"['per', 'so', 'na']",3.0
890,13,63,llora,13,llorar,,VERB,acl,VERB,False,True,False,False,"['llo', 'ra']",2.0
891,14,63,también,14,también,,ADV,advmod,ADV,True,True,False,False,"['tam', 'bién']",2.0
893,0,64,Pero,0,pero,,CCONJ,advmod,CCONJ,True,True,False,False,"['pe', 'ro']",2.0
895,2,64,eso,2,ese,,PRON,nsubj,PRON,True,True,False,False,['eso'],1.0
896,3,64,era,3,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
897,4,64,cierto,4,cierto,,ADJ,ROOT,ADJ,True,True,False,False,"['cier', 'to']",2.0
899,6,64,se,6,él,,PRON,expl:pass,PRON,True,True,False,False,['se'],1.0
900,7,64,le,7,él,,PRON,obj,PRON,True,True,False,False,['le'],1.0
901,8,64,notaba,8,notar,,VERB,advcl,VERB,False,True,False,False,"['no', 'ta', 'ba']",3.0
902,9,64,que,9,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
903,10,64,no,10,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
904,11,64,era,11,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
905,12,64,un,12,uno,,DET,det,DET,True,True,False,False,['un'],1.0
906,13,64,muchacho,13,muchacho,,NOUN,csubj,NOUN,False,True,False,False,"['mu', 'cha', 'cho']",3.0
907,14,64,muy,14,mucho,,ADV,advmod,ADV,True,True,False,False,['muy'],1.0
908,15,64,normal,15,normal,,ADJ,amod,ADJ,False,True,False,False,"['nor', 'mal']",2.0
910,0,65,Recuerdo,0,recordar,,VERB,ROOT,VERB,False,True,False,False,"['re', 'cuer', 'do']",3.0
911,1,65,que,1,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
912,2,65,nos,2,yo,,PRON,iobj,PRON,True,True,False,False,['nos'],1.0
913,3,65,sentamos,3,sentir,,VERB,ccomp,VERB,False,True,False,False,"['sen', 'ta', 'mos']",3.0
914,4,65,a,4,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0
915,5,65,tomar,5,tomar,,VERB,xcomp,VERB,False,True,False,False,"['to', 'mar']",2.0
916,6,65,un,6,uno,,DET,det,DET,True,True,False,False,['un'],1.0
917,7,65,café,7,café,,NOUN,obj,NOUN,False,True,False,False,"['ca', 'fé']",2.0
918,8,65,y,8,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
919,9,65,me,9,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0
920,10,65,esquivaba,10,esquivar,,VERB,conj,VERB,False,True,False,False,"['es', 'qui', 'va', 'ba']",4.0
921,11,65,la,11,el,,DET,det,DET,True,True,False,False,['la'],1.0
922,12,65,mirada,12,mirada,,NOUN,nsubj,NOUN,False,True,False,False,"['mi', 'ra', 'da']",3.0
924,0,66,Yo,0,yo,,PRON,nsubj,PRON,True,True,False,False,['yo'],1.0
925,1,66,le,1,él,,PRON,obj,PRON,True,True,False,False,['le'],1.0
926,2,66,hice,2,hacer,,VERB,ROOT,VERB,False,True,False,False,"['hi', 'ce']",2.0
927,3,66,una,3,uno,,DET,det,DET,True,True,False,False,['una'],1.0
928,4,66,pregunta,4,pregunta,,NOUN,obj,NOUN,False,True,False,False,"['pre', 'gun', 'ta']",3.0
929,5,66,y,5,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
930,6,66,no,6,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
931,7,66,me,7,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0
932,8,66,contestó,8,contestar,,VERB,conj,VERB,False,True,False,False,"['con', 'tes', 'tó']",3.0
934,10,66,no,10,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
935,11,66,me,11,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0
936,12,66,contestó,12,contestar,,VERB,advcl,VERB,False,True,False,False,"['con', 'tes', 'tó']",3.0
937,13,66,nada,13,nada,,PRON,nsubj,PRON,True,True,False,False,"['na', 'da']",2.0
939,0,67,Había,0,haber,PER,AUX,aux,AUX,True,True,False,False,"['ha', 'bía']",2.0
940,1,67,empezado,1,empezar,,VERB,ROOT,VERB,False,True,False,False,"['em', 'pe', 'za', 'do']",4.0
941,2,67,a,2,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0
942,3,67,mirarme,3,mirar yo,,VERB,xcomp,VERB,False,True,False,False,"['mi', 'rar', 'me']",3.0
943,4,67,con,4,con,,ADP,case,ADP,True,True,False,False,['con'],1.0
944,5,67,cierta,5,cierto,,DET,det,DET,True,True,False,False,"['cier', 'ta']",2.0
945,6,67,molesta,6,molesto,,ADJ,amod,ADJ,False,True,False,False,"['mo', 'les', 'ta']",3.0
946,7,67,fijeza,7,fijeza,,NOUN,obl,NOUN,False,True,False,False,"['fi', 'je', 'za']",3.0
948,0,68,El,0,el,,DET,det,DET,True,True,False,False,['el'],1.0
949,1,68,sábado,1,sábado,,NOUN,obl,NOUN,False,True,False,False,"['sá', 'ba', 'do']",3.0
950,2,68,lo,2,él,,PRON,obj,PRON,True,True,False,False,['lo'],1.0
951,3,68,fui,3,ir,,AUX,aux,AUX,True,True,False,False,['fui'],1.0
952,4,68,a,4,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0
953,5,68,ver,5,ver,,VERB,ROOT,VERB,True,True,False,False,['ver'],1.0
955,7,68,con,7,con,,ADP,case,ADP,True,True,False,False,['con'],1.0
956,8,68,una,8,uno,,DET,det,DET,True,True,False,False,['una'],1.0
957,9,68,curiosidad,9,curiosidad,,NOUN,obl,NOUN,False,True,False,False,"['cu', 'rio', 'si', 'dad']",4.0
958,10,68,más,10,más,,ADV,advmod,ADV,True,True,False,False,['más'],1.0
959,11,68,humana,11,humano,,ADJ,amod,ADJ,False,True,False,False,"['hu', 'ma', 'na']",3.0
960,12,68,que,12,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
961,13,68,periodística,13,periodísticar,,VERB,acl,VERB,False,True,False,False,"['pe', 'rio', 'dís', 'ti', 'ca']",5.0
963,0,69,Me,0,yo,,PRON,iobj,PRON,True,True,False,False,['me'],1.0
964,1,69,dijo,1,decir,,VERB,ROOT,VERB,True,True,False,False,"['di', 'jo']",2.0
965,2,69,que,2,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
966,3,69,iba,3,ir,,AUX,aux,AUX,False,True,False,False,['iba'],1.0
967,4,69,a,4,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0
968,5,69,jugar,5,jugar,,VERB,xcomp,VERB,False,True,False,False,"['ju', 'gar']",2.0
969,6,69,al,6,al,,ADP,case,ADP,True,True,False,False,['al'],1.0
